make_model,body_type,km,gear_type,fuel_type,price
Volkswagen Tiguan,Off-Road/Pick-up,87064.0,Automatic,Gasoline,20900.0
Opel Mokka,Off-Road/Pick-up,99107.0,Automatic,Gasoline,15950.0
Volkswagen Touran,Van,212569.0,Semi-automatic,Diesel,9950.0
Volkswagen Caddy,Station wagon,195347.0,Semi-automatic,Other,10500.0
Honda CR-V,Off-Road/Pick-up,,Semi-automatic,Gasoline,18850.0
Volkswagen Tiguan,Off-Road/Pick-up,63830.0,Automatic,Gasoline,18950.0
Volkswagen Polo,Compact,195294.0,Manuel,Gasoline,7350.0
Opel Mokka X,Off-Road/Pick-up,34079.0,Automatic,Gasoline,23990.0
Toyota C-HR,Off-Road/Pick-up,63539.0,Manuel,Gasoline,17499.0
Volkswagen Passat Variant,Station wagon,186582.0,,Gasoline,9700.0
Volkswagen Golf GTE,Convertible,113860.0,Automatic,Electric/Gasoline,17485.0
Opel Insignia,Station wagon,27312.0,Automatic,Gasoline,26900.0
Opel Astra,Sedans,192844.0,Manuel,Diesel,5500.0
Volkswagen Golf,Compact,19702.0,Automatic,Gasoline,44950.0
Volkswagen Caddy,Transporter,113125.0,Automatic,Diesel,17995.0
Volkswagen Golf,Station wagon,120630.0,Manuel,Gasoline,7250.0
Volkswagen Golf,Station wagon,160000.0,Automatic,Diesel,18000.0
Volkswagen Polo,Compact,147000.0,Manuel,Diesel,5900.0
Volkswagen Touran,Van,109552.0,Manuel,Diesel,11499.0
Volkswagen Golf Sportsvan,Van,72450.0,Manuel,Gasoline,12750.0
Volkswagen Beetle,,87938.0,Manuel,Gasoline,19450.0
Volkswagen Polo,Compact,72775.0,Manuel,Gasoline,15900.0
Toyota C-HR,Off-Road/Pick-up,46164.0,Manuel,,22795.0
Volkswagen Tiguan,Off-Road/Pick-up,107243.0,Automatic,Gasoline,18995.0
Honda CR-V,Van,41255.0,Automatic,Gasoline,19450.0
Toyota Prius,Compact,160290.0,Automatic,Electric/Gasoline,8945.0
Toyota Proace,Van,4.0,Manuel,Gasoline,31950.0
Toyota Yaris,Compact,212643.0,Manuel,Gasoline,3950.0
Toyota Verso-S,Van,52453.0,Manuel,Gasoline,12950.0
Volkswagen T-Cross,Off-Road/Pick-up,17202.0,Semi-automatic,Gasoline,21950.0
Opel Grandland X,Other,20032.0,Manuel,,24840.0
Volkswagen Polo,Compact,,Manuel,Diesel,4250.0
Opel Agila,Compact,157913.0,Manuel,Gasoline,4950.0
Toyota Avensis,Station wagon,230401.0,Semi-automatic,Diesel,7500.0
Toyota Auris,Compact,104139.0,Automatic,Electric/Gasoline,8745.0
Volkswagen Golf Plus,Van,193426.0,Automatic,Gasoline,6444.0
Volkswagen Scirocco,Coupe,107749.0,Semi-automatic,Gasoline,9450.0
Volkswagen Polo,Compact,249999.0,Manuel,Diesel,3800.0
Volkswagen Golf,Compact,42500.0,Manuel,Electric,27829.0
Opel Corsa,Compact,1500.0,Manuel,Gasoline,28950.0
Opel Mokka X,Off-Road/Pick-up,72655.0,Semi-automatic,Gasoline,15950.0
Volkswagen Passat Variant,Station wagon,171252.0,Automatic,Gasoline,9888.0
Volkswagen Passat Variant,Station wagon,219862.0,,Diesel,14499.0
Toyota Corolla,Sedans,9500.0,Manuel,Electric/Gasoline,25944.0
Opel Mokka X,Off-Road/Pick-up,26000.0,Automatic,Gasoline,25750.0
Toyota Prius+,Van,79432.0,Automatic,Electric/Gasoline,20900.0
Volkswagen Jetta,Sedans,154000.0,Automatic,Gasoline,8500.0
Volkswagen ID.4,Off-Road/Pick-up,8.0,Automatic,Electric,50740.0
Toyota Avensis,Station wagon,116538.0,Manuel,Gasoline,13950.0
Opel Astra,Compact,109974.0,Automatic,Gasoline,14900.0
Opel Corsa,Compact,129254.0,Manuel,Gasoline,4350.0
Opel Astra,Station wagon,120711.0,Manuel,Gasoline,11745.0
Opel Mokka X,Off-Road/Pick-up,,,Gasoline,16900.0
Volkswagen Passat,Sedans,,Manuel,Gasoline,8450.0
Tesla Model S,Compact,47906.0,Automatic,Electric,59828.0
Toyota Verso,Van,87851.0,Automatic,Gasoline,
Volkswagen Golf,Station wagon,133511.0,Automatic,Gasoline,11500.0
Honda HR-V,,42000.0,Manuel,,23945.0
Volkswagen Golf Sportsvan,Van,40675.0,Manuel,Gasoline,17900.0
Opel Vivaro,Other,94499.0,Semi-automatic,Diesel,19995.0
Volkswagen Golf,Sedans,139000.0,Automatic,Electric/Gasoline,16000.0
Toyota Aygo,Compact,110916.0,Semi-automatic,Gasoline,5250.0
Toyota Proace,Transporter,5.0,Automatic,Diesel,29900.0
Toyota Auris,Station wagon,118093.0,Automatic,Electric/Gasoline,11740.0
Honda CR-V,Off-Road/Pick-up,4.0,Automatic,Electric/Gasoline,51800.0
Toyota Aygo,Convertible,125784.0,Automatic,Gasoline,5230.0
Opel Corsa,Compact,119116.0,Manuel,Diesel,5950.0
Opel Vivaro,Transporter,97795.0,Semi-automatic,Diesel,10950.0
Volkswagen Polo,Compact,80100.0,Manuel,Gasoline,11950.0
Tesla Model S,Compact,73641.0,Automatic,Electric,49870.0
Opel Mokka X,,4284.0,Semi-automatic,Gasoline,27950.0
Opel Insignia,Sedans,117107.0,Semi-automatic,Gasoline,12650.0
Volkswagen Golf GTE,Compact,116879.0,Manuel,Electric/Gasoline,14950.0
Volkswagen Tiguan,Off-Road/Pick-up,186000.0,Semi-automatic,Diesel,12500.0
Toyota RAV 4,Off-Road/Pick-up,67000.0,Manuel,Gasoline,22900.0
Volkswagen Touran,Van,144863.0,Manuel,Gasoline,11650.0
Opel Corsa,Compact,188148.0,Manuel,Gasoline,4750.0
Toyota C-HR,Off-Road/Pick-up,57097.0,Manuel,Electric/Gasoline,21990.0
Volkswagen Sharan,Van,52571.0,Automatic,Diesel,
Honda Insight,Compact,99525.0,Manuel,Electric/Gasoline,7990.0
Volkswagen T-Cross,Off-Road/Pick-up,4339.0,Manuel,,28950.0
Toyota Aygo,Compact,113089.0,Manuel,Gasoline,2800.0
Toyota C-HR,Off-Road/Pick-up,93150.0,Manuel,Electric/Gasoline,21900.0
Honda Jazz,Van,59960.0,Manuel,Gasoline,15500.0
Volkswagen Golf,Station wagon,128112.0,Automatic,Gasoline,11450.0
Volkswagen Golf Variant,Station wagon,183180.0,Manuel,Gasoline,5995.0
Volkswagen Golf Variant,Station wagon,186074.0,Manuel,Gasoline,4750.0
Opel Combo,Transporter,53876.0,Semi-automatic,Gasoline,14995.0
Honda CR-V,,106246.0,Manuel,Gasoline,19885.0
Opel Agila,Convertible,136471.0,Automatic,Gasoline,5450.0
Volkswagen Golf Variant,Station wagon,105201.0,Manuel,Gasoline,6250.0
Opel Grandland X,Off-Road/Pick-up,20538.0,Manuel,Gasoline,27450.0
Opel Zafira,Van,109099.0,Manuel,Gasoline,16900.0
Opel Mokka,Off-Road/Pick-up,,Manuel,Gasoline,13999.0
Opel Mokka,Off-Road/Pick-up,51484.0,Semi-automatic,Gasoline,16900.0
Volkswagen Polo,Compact,,Manuel,,8750.0
Volkswagen Golf,Station wagon,117500.0,Manuel,Gasoline,10250.0
Opel Crossland,Off-Road/Pick-up,6000.0,Manuel,Gasoline,30945.0
Opel Astra,Station wagon,74053.0,,Gasoline,11700.0
Opel Mokka,Off-Road/Pick-up,138006.0,Manuel,Gasoline,11295.0
Volkswagen Tiguan,Off-Road/Pick-up,1080.0,Automatic,Gasoline,38495.0
Opel Meriva,Van,83750.0,Semi-automatic,Gasoline,7999.0
Tesla Model 3,Sedans,55980.0,Semi-automatic,Electric,39000.0
Volkswagen Golf GTE,Compact,,,Electric/Gasoline,19220.0
Volkswagen None,Van,215000.0,Manuel,Diesel,19450.0
Volkswagen None,Transporter,160867.0,Manuel,Diesel,5627.0
Opel Combo,Transporter,122992.0,Semi-automatic,Diesel,6950.0
Volkswagen up!,Compact,123421.0,Manuel,Gasoline,4750.0
Opel Astra,Van,104000.0,Manuel,Gasoline,6750.0
Volkswagen Golf,Station wagon,200000.0,Automatic,Gasoline,10250.0
Volkswagen Tiguan,Other,98697.0,,Gasoline,17245.0
Volkswagen Passat Variant,Station wagon,158311.0,Automatic,Gasoline,10950.0
Volkswagen ID.4,Off-Road/Pick-up,10.0,Automatic,Electric,58339.0
Opel Combo,Transporter,153238.0,Semi-automatic,Diesel,8440.0
Toyota Corolla,Sedans,49059.0,Manuel,Electric/Gasoline,24725.0
Toyota Avensis,Station wagon,112826.0,Automatic,Gasoline,13795.0
Honda CR-V,Off-Road/Pick-up,21461.0,Automatic,Electric/Gasoline,37950.0
Opel Astra,Station wagon,57597.0,Manuel,Gasoline,12450.0
Honda Civic,Compact,98279.0,,Gasoline,9890.0
Toyota Proace,Transporter,10.0,Manuel,Diesel,22960.0
Volkswagen Tiguan,Off-Road/Pick-up,87456.0,Manuel,Gasoline,27950.0
Opel Meriva,Van,139682.0,Manuel,Gasoline,6480.0
Volkswagen Tiguan,Off-Road/Pick-up,7199.0,Manuel,Gasoline,49450.0
Toyota C-HR,Off-Road/Pick-up,105390.0,Automatic,Electric/Gasoline,19995.0
Opel Insignia,Station wagon,,Manuel,Gasoline,11750.0
Volkswagen Passat,Sedans,,Manuel,Diesel,12500.0
Opel Astra,Van,99077.0,Semi-automatic,Gasoline,8995.0
Opel Corsa,Compact,,Manuel,Diesel,3249.0
Volkswagen Golf,Station wagon,112130.0,Manuel,Gasoline,9999.0
Opel Corsa,Compact,148862.0,,Gasoline,4650.0
Volkswagen Passat Variant,Station wagon,89326.0,Automatic,Electric/Gasoline,22400.0
Toyota Auris,Station wagon,125440.0,Automatic,Electric/Gasoline,11950.0
Toyota Avensis,Station wagon,181139.0,Semi-automatic,Gasoline,8450.0
Toyota Proace,Transporter,,Manuel,,18745.0
Volkswagen T6 Multivan,Transporter,222372.0,Manuel,Diesel,25950.0
Volkswagen Polo,Convertible,135000.0,Automatic,Diesel,7800.0
Volkswagen Passat,Sedans,89537.0,Manuel,Gasoline,11651.0
Volkswagen T-Cross,Off-Road/Pick-up,24790.0,Semi-automatic,Gasoline,22690.0
Opel Astra,Compact,184784.0,Automatic,Gasoline,8450.0
Opel Astra,Compact,182078.0,Manuel,Diesel,5750.0
Volkswagen Golf Sportsvan,Van,129861.0,,Gasoline,15900.0
Opel Crossland X,Off-Road/Pick-up,19042.0,Automatic,Gasoline,23900.0
Volkswagen Polo,Compact,135000.0,Semi-automatic,Gasoline,4950.0
Volkswagen Golf GTE,Compact,89537.0,Manuel,Electric/Gasoline,19900.0
Toyota RAV 4,Off-Road/Pick-up,72240.0,Manuel,Gasoline,16950.0
Opel Mokka,Off-Road/Pick-up,38510.0,Manuel,Gasoline,13449.0
Toyota Aygo,Compact,174024.0,Manuel,Gasoline,4950.0
Toyota Corolla,Station wagon,,Manuel,Electric/Gasoline,24895.0
Opel Corsa,Compact,217969.0,Manuel,Diesel,3299.0
Opel Mokka X,Off-Road/Pick-up,36201.0,Automatic,Gasoline,21350.0
Opel Astra,Station wagon,144852.0,Automatic,Gasoline,13750.0
Opel Agila,Compact,155338.0,Semi-automatic,Other,3499.0
Volkswagen Golf,Compact,37339.0,Manuel,Gasoline,17799.0
Honda Civic,Compact,66481.0,Manuel,Gasoline,23250.0
Volkswagen Golf,Compact,89618.0,Automatic,Gasoline,9750.0
Opel Corsa,Compact,103065.0,Semi-automatic,Other,6250.0
Volkswagen Caddy,Transporter,178647.0,Semi-automatic,Diesel,8945.0
Honda Civic,Compact,65291.0,Manuel,Gasoline,12450.0
Volkswagen T5 Transporter,Transporter,117323.0,Automatic,Diesel,19500.0
Opel Astra,Station wagon,49535.0,Manuel,Gasoline,12395.0
Toyota RAV 4,Off-Road/Pick-up,11761.0,Semi-automatic,Gasoline,29995.0
Volkswagen Golf Plus,Van,118807.0,Manuel,Gasoline,4950.0
Toyota Auris,Compact,79373.0,Automatic,Gasoline,7450.0
Toyota Auris,Compact,122284.0,Automatic,Electric/Gasoline,8950.0
Toyota Avensis,Station wagon,83771.0,Manuel,Gasoline,13980.0
Opel Mokka X,,51250.0,Manuel,Gasoline,16950.0
Toyota Verso-S,Other,,Manuel,Gasoline,12950.0
Volkswagen Golf Variant,Station wagon,141480.0,Automatic,Gasoline,9999.0
Toyota Auris,Station wagon,,Manuel,Electric/Gasoline,16900.0
Toyota Auris,Station wagon,50216.0,Manuel,Electric/Gasoline,16950.0
Volkswagen T-Cross,Off-Road/Pick-up,,Automatic,Gasoline,25500.0
Opel Astra,Compact,193638.0,Manuel,Gasoline,4394.0
Volkswagen Scirocco,Coupe,234924.0,Manuel,,8950.0
Opel Astra,Compact,128626.0,Manuel,Diesel,11450.0
Opel Astra,Compact,,Automatic,Gasoline,10745.0
Toyota Hilux,Off-Road/Pick-up,100.0,Automatic,Diesel,37400.0
Opel Agila,Compact,69541.0,Manuel,Gasoline,4645.0
Volkswagen Golf Sportsvan,Van,25607.0,Semi-automatic,Gasoline,19950.0
Opel Astra,Compact,118194.0,Semi-automatic,Gasoline,13445.0
Volkswagen Passat,Sedans,,Automatic,Electric/Gasoline,21250.0
Volkswagen Scirocco,Other,53593.0,Manuel,Gasoline,17555.0
Opel Mokka,Off-Road/Pick-up,,Automatic,Electric,39999.0
Volkswagen Golf,,131000.0,Manuel,Gasoline,
Volkswagen Touran,Station wagon,168005.0,Manuel,,6950.0
Volkswagen up!,Compact,41000.0,Automatic,Gasoline,9500.0
Opel Ampera,Compact,10211.0,Automatic,Electric,42432.0
Toyota Aygo,Compact,,Manuel,Gasoline,4000.0
Volkswagen Passat,Station wagon,233051.0,Manuel,Diesel,4500.0
Volkswagen Polo,Compact,114320.0,Automatic,Gasoline,7980.0
Opel Grandland X,Off-Road/Pick-up,57749.0,Automatic,Gasoline,26900.0
Volkswagen Passat Variant,Station wagon,215382.0,Semi-automatic,Gasoline,10795.0
Volkswagen Tiguan,Off-Road/Pick-up,70509.0,Automatic,Gasoline,24900.0
Volkswagen Golf Sportsvan,Van,5755.0,Manuel,Gasoline,16941.0
Volkswagen Tiguan,Off-Road/Pick-up,7899.0,Automatic,Gasoline,39950.0
Opel Corsa,Compact,1.0,Automatic,Electric,29595.0
Opel Meriva,Van,108941.0,Manuel,Gasoline,6450.0
Volkswagen Polo,Compact,37721.0,Automatic,Gasoline,9495.0
Volkswagen Sharan,Van,112484.0,Automatic,Gasoline,22945.0
Volkswagen Golf Variant,Station wagon,141780.0,Manuel,Diesel,9888.0
Volkswagen up!,Compact,6917.0,Automatic,Electric,14900.0
Volkswagen T-Cross,Off-Road/Pick-up,10281.0,Semi-automatic,Gasoline,22950.0
Volkswagen Golf,Station wagon,199650.0,Automatic,Gasoline,7250.0
Volkswagen Passat,Sedans,199014.0,Automatic,Gasoline,7999.0
Volkswagen Caddy,,125440.0,Semi-automatic,Diesel,9450.0
Honda Civic,Station wagon,53463.0,Semi-automatic,Gasoline,16745.0
Toyota GT86,Coupe,84239.0,Manuel,Gasoline,21950.0
Volkswagen Golf,,214145.0,Automatic,Diesel,10900.0
Volkswagen Golf,Station wagon,92000.0,Manuel,Diesel,15000.0
Opel Zafira Tourer,Van,84669.0,Automatic,Gasoline,13750.0
Opel Astra,Station wagon,78128.0,Manuel,Diesel,13950.0
Toyota Aygo,Compact,153033.0,Manuel,Gasoline,3800.0
Volkswagen Caddy,Transporter,10.0,Manuel,Diesel,25750.0
Toyota Avensis,Station wagon,21922.0,Manuel,Gasoline,25950.0
Toyota Yaris,Compact,20078.0,Automatic,Gasoline,16899.0
Volkswagen Caddy,Transporter,144823.0,Automatic,Diesel,11900.0
Toyota RAV 4,,98645.0,,Electric/Gasoline,23950.0
Opel Meriva,Van,72635.0,Automatic,Gasoline,13940.0
Toyota Yaris,Compact,13446.0,Automatic,Gasoline,16995.0
Toyota Aygo,Compact,180000.0,Manuel,Gasoline,3100.0
Volkswagen T6 Transporter,Transporter,98704.0,Semi-automatic,Diesel,20450.0
Volkswagen Golf Variant,Station wagon,276335.0,Manuel,Gasoline,3990.0
Volkswagen T-Cross,Off-Road/Pick-up,29970.0,Semi-automatic,Gasoline,20950.0
Opel Grandland X,Off-Road/Pick-up,17470.0,Automatic,Gasoline,26425.0
Toyota Corolla,Station wagon,24298.0,Manuel,Electric/Gasoline,24795.0
Tesla Model X,Off-Road/Pick-up,137013.0,Automatic,Electric,62800.0
Toyota Yaris,Van,55980.0,Manuel,Gasoline,7399.0
Toyota C-HR,Off-Road/Pick-up,82156.0,Automatic,Electric/Gasoline,20995.0
Honda Civic,Compact,102565.0,Manuel,Gasoline,9995.0
Tesla Model S,Compact,108987.0,Automatic,Electric,39950.0
Opel Meriva,Van,144151.0,,Gasoline,6500.0
Volkswagen Golf,Compact,192000.0,Automatic,Gasoline,11500.0
Volkswagen Tiguan,Off-Road/Pick-up,57713.0,Automatic,Diesel,25500.0
Toyota C-HR,Off-Road/Pick-up,63426.0,Manuel,Gasoline,17700.0
Toyota Auris,Station wagon,79210.0,,Electric/Gasoline,18450.0
Opel Zafira,Van,95374.0,Semi-automatic,Gasoline,8950.0
Volkswagen Polo,Compact,147000.0,Semi-automatic,,4950.0
Volkswagen Polo,Van,49376.0,Automatic,Gasoline,17450.0
Opel Corsa,Compact,267296.0,Semi-automatic,Diesel,2699.0
Volkswagen Caddy,Van,98847.0,Semi-automatic,Gasoline,19950.0
Volkswagen Polo,Compact,,Automatic,Gasoline,8950.0
Toyota Yaris,,,Manuel,Electric,12450.0
Volkswagen Transporter,Other,68708.0,Manuel,Diesel,
Toyota Aygo,Compact,70000.0,Semi-automatic,Gasoline,3275.0
Volkswagen Passat Variant,Station wagon,152170.0,Manuel,Electric/Gasoline,16950.0
Volkswagen Golf Variant,Station wagon,149800.0,,Gasoline,11000.0
Volkswagen Golf GTE,Compact,,Manuel,Electric/Gasoline,16800.0
Toyota Aygo,Compact,69890.0,Manuel,Gasoline,3895.0
Volkswagen Golf,,168000.0,Manuel,Gasoline,7500.0
Volkswagen Passat Variant,Station wagon,19776.0,Automatic,Diesel,31750.0
Volkswagen Polo,Compact,210000.0,Manuel,Diesel,5300.0
Toyota Hilux,Off-Road/Pick-up,20.0,Automatic,Diesel,46000.0
Opel Astra,Station wagon,107543.0,Manuel,Diesel,10450.0
Opel Corsa,Compact,49563.0,Automatic,Gasoline,9950.0
Volkswagen up!,Compact,129965.0,Manuel,Gasoline,4500.0
Toyota Proace,Transporter,10.0,Semi-automatic,Diesel,14950.0
Volkswagen Caddy,Transporter,196153.0,Manuel,Diesel,6950.0
Toyota Auris,Station wagon,79887.0,Manuel,Electric/Gasoline,18450.0
Opel Mokka,Off-Road/Pick-up,60781.0,Manuel,Gasoline,13450.0
Opel Corsa,Van,195000.0,Semi-automatic,Diesel,3500.0
Opel Mokka,Off-Road/Pick-up,44978.0,Automatic,Gasoline,16950.0
Volkswagen Caddy,Station wagon,,Manuel,Diesel,9850.0
Opel Corsa,Compact,99756.0,Semi-automatic,,6950.0
Volkswagen None,Other,151000.0,Manuel,Diesel,17000.0
Opel Astra,Station wagon,116211.0,Manuel,,
Volkswagen Beetle,Convertible,78117.0,Automatic,Gasoline,22450.0
Opel Astra,Station wagon,193111.0,Manuel,Diesel,9450.0
Opel Astra,Station wagon,178651.0,Manuel,Gasoline,6750.0
Opel Corsa,Compact,1.0,Automatic,Electric,32275.0
Opel Meriva,Van,69278.0,Semi-automatic,,7995.0
Opel Astra,Station wagon,1000.0,Automatic,Gasoline,27900.0
Volkswagen ID.4,Off-Road/Pick-up,,Automatic,,60420.0
Opel Astra,Station wagon,94623.0,,Gasoline,12450.0
Opel Mokka,Off-Road/Pick-up,67199.0,Manuel,Gasoline,13900.0
Toyota Prius+,Van,148500.0,Automatic,Electric/Gasoline,14950.0
Volkswagen Golf,Compact,71127.0,Automatic,Electric,19288.0
Opel Astra,Station wagon,95632.0,Manuel,Gasoline,9950.0
Opel Corsa,Compact,10000.0,Automatic,Gasoline,21950.0
Opel Corsa,Van,166900.0,Automatic,Gasoline,4100.0
Volkswagen Polo Cross,Compact,285500.0,Manuel,Diesel,4200.0
Toyota Auris,Compact,275214.0,Semi-automatic,Gasoline,5250.0
Volkswagen Polo,Compact,241500.0,Manuel,Diesel,4200.0
Volkswagen Caddy,Transporter,424163.0,Manuel,Diesel,4990.0
Toyota Aygo,Compact,6615.0,Manuel,Gasoline,10900.0
Toyota RAV 4,Off-Road/Pick-up,,Manuel,Gasoline,16250.0
Volkswagen Passat,Sedans,,Manuel,Gasoline,17945.0
Volkswagen Caddy,Transporter,259439.0,Manuel,Diesel,5450.0
Opel Insignia,Sedans,175907.0,Semi-automatic,Gasoline,9450.0
Volkswagen Polo,Compact,,Manuel,Diesel,6200.0
Volkswagen Polo,Compact,221298.0,Manuel,Diesel,4450.0
Tesla Model 3,Other,23000.0,Manuel,Electric,45500.0
Honda Jazz,Compact,10.0,Manuel,Electric/Gasoline,28415.0
Opel Agila,Station wagon,,Manuel,Gasoline,4450.0
Toyota RAV 4,Off-Road/Pick-up,1500.0,Manuel,Gasoline,42950.0
Toyota Auris,Compact,124285.0,Automatic,Electric/Gasoline,8340.0
Toyota C-HR,Off-Road/Pick-up,82203.0,Manuel,Gasoline,17250.0
Volkswagen Touran,Other,28953.0,Manuel,Gasoline,29800.0
Opel Astra,Compact,,Automatic,Gasoline,16950.0
Tesla Model S,Sedans,96760.0,Semi-automatic,Electric,41000.0
Toyota Auris,Station wagon,45036.0,Manuel,,
Opel Combo,Transporter,130626.0,Semi-automatic,Diesel,9900.0
Toyota Avensis,Sedans,120063.0,Semi-automatic,Gasoline,11450.0
Toyota Yaris,Compact,123656.0,Automatic,Electric/Gasoline,9900.0
Opel Corsa,Compact,111524.0,Manuel,Gasoline,4450.0
Opel Astra,Station wagon,22424.0,Manuel,Gasoline,16950.0
Volkswagen Golf,Compact,14951.0,Automatic,Electric,22900.0
Volkswagen Jetta,Sedans,171661.0,Semi-automatic,Diesel,7950.0
Volkswagen Jetta,Sedans,166836.0,Manuel,Electric/Gasoline,8750.0
Volkswagen Polo,Compact,242000.0,Automatic,Diesel,5990.0
Toyota Yaris,Van,150000.0,Automatic,Gasoline,8650.0
Volkswagen Tiguan,Off-Road/Pick-up,102020.0,Semi-automatic,Gasoline,15400.0
Opel Combo,Transporter,49660.0,Semi-automatic,Gasoline,13945.0
Opel Combo,Transporter,135100.0,Semi-automatic,Diesel,6950.0
Opel Vivaro,Transporter,1.0,Automatic,Electric,34995.0
Volkswagen Passat Variant,Station wagon,254747.0,Automatic,Diesel,6900.0
Toyota Auris,Station wagon,90697.0,Automatic,Electric/Gasoline,13495.0
Toyota RAV 4,Off-Road/Pick-up,69222.0,Semi-automatic,Gasoline,21740.0
Opel Mokka X,Off-Road/Pick-up,74074.0,Manuel,Gasoline,14995.0
Toyota C-HR,Off-Road/Pick-up,47379.0,Automatic,Electric/Gasoline,19875.0
Toyota Yaris,,31304.0,Automatic,Gasoline,15950.0
Volkswagen Golf GTE,Compact,120356.0,Manuel,Electric/Gasoline,15450.0
Toyota RAV 4,Off-Road/Pick-up,82572.0,Manuel,Electric/Gasoline,23901.0
Opel Astra,Station wagon,226530.0,Manuel,Diesel,2745.0
Opel Crossland X,Station wagon,34184.0,,Gasoline,16400.0
Opel Vivaro,Transporter,141348.0,Semi-automatic,Diesel,12500.0
Volkswagen Tiguan,Off-Road/Pick-up,18000.0,Automatic,Diesel,36950.0
Opel Meriva,Van,31780.0,Automatic,Gasoline,12950.0
Volkswagen Passat Variant,Station wagon,158225.0,Manuel,Electric/Gasoline,18056.0
Opel Meriva,Van,121759.0,Manuel,Gasoline,6750.0
Toyota Auris,Station wagon,9685.0,Manuel,Gasoline,22950.0
Toyota Verso-S,Van,74169.0,Manuel,Gasoline,
Volkswagen T-Cross,Off-Road/Pick-up,14875.0,Automatic,Gasoline,26900.0
Volkswagen None,Transporter,226734.0,Semi-automatic,,9450.0
Opel Insignia,Station wagon,127458.0,Manuel,Gasoline,8700.0
Toyota Verso,Van,73522.0,Automatic,Gasoline,
Volkswagen up!,Compact,7820.0,Automatic,Electric,18950.0
Tesla Model S,Compact,195050.0,Automatic,Electric,39999.0
Volkswagen Passat Variant,Station wagon,98017.0,Automatic,,17950.0
Opel Astra,Station wagon,197788.0,Manuel,Diesel,4500.0
Volkswagen Caddy,Van,24291.0,Automatic,Gasoline,26999.0
Toyota Tundra,Off-Road/Pick-up,220475.0,Manuel,Other,27950.0
Opel Mokka,Off-Road/Pick-up,10.0,Automatic,Electric,35247.0
Opel Corsa,Compact,227442.0,Manuel,,2950.0
Opel Astra,Station wagon,103473.0,,Gasoline,6999.0
Volkswagen Golf,Station wagon,170000.0,Manuel,Gasoline,6500.0
Volkswagen ID.4,Off-Road/Pick-up,5.0,Automatic,,58821.0
Opel Astra,Station wagon,44187.0,Semi-automatic,Gasoline,12950.0
Volkswagen Touran,Van,275215.0,Manuel,Gasoline,6950.0
Volkswagen up!,Compact,22311.0,,Electric,13950.0
Toyota Auris,Compact,205660.0,Automatic,Electric/Gasoline,9445.0
Volkswagen Golf,Station wagon,131501.0,,Gasoline,10900.0
Volkswagen Caddy,Transporter,397025.0,Manuel,Diesel,2100.0
Opel Zafira,Van,118630.0,Semi-automatic,Gasoline,8950.0
Opel Insignia,Sedans,131058.0,Semi-automatic,Gasoline,9349.0
Opel Corsa,Compact,7812.0,Automatic,Electric,29850.0
Honda Civic,Compact,16615.0,Manuel,Gasoline,22950.0
Toyota Auris,Compact,35693.0,Manuel,Electric/Gasoline,19900.0
Volkswagen T-Cross,Off-Road/Pick-up,21513.0,Manuel,Gasoline,28900.0
Opel Astra,Station wagon,281198.0,Manuel,Diesel,4895.0
Opel Vivaro,Transporter,1.0,Manuel,Diesel,23750.0
Volkswagen Golf,Compact,120938.0,Automatic,Diesel,12950.0
Opel Meriva,Van,160952.0,Manuel,Gasoline,5750.0
Volkswagen None,Other,66245.0,Manuel,Diesel,59950.0
Opel Crossland X,Off-Road/Pick-up,,Manuel,Gasoline,19900.0
Opel Astra,Station wagon,75884.0,Manuel,Gasoline,10900.0
Toyota C-HR,Off-Road/Pick-up,69384.0,Automatic,Electric/Gasoline,21695.0
Volkswagen Golf Sportsvan,Van,9480.0,Manuel,Gasoline,24950.0
Toyota Corolla,Station wagon,,Automatic,Electric/Gasoline,24390.0
Opel Crossland X,Off-Road/Pick-up,33966.0,Automatic,Gasoline,19345.0
Opel Insignia,Compact,10123.0,Semi-automatic,Gasoline,43995.0
Volkswagen T-Cross,Off-Road/Pick-up,1800.0,Manuel,Gasoline,28750.0
Tesla Model S,Compact,63741.0,Automatic,Electric,45400.0
Opel Combo,Transporter,110871.0,,Diesel,7740.0
Volkswagen Polo,Compact,149083.0,Manuel,Gasoline,6449.0
Volkswagen Golf,Station wagon,166000.0,Automatic,Gasoline,15500.0
Toyota Aygo,Compact,171736.0,Manuel,Gasoline,3450.0
Toyota Avensis,Station wagon,55197.0,Automatic,Gasoline,25795.0
Volkswagen up!,Compact,150514.0,Manuel,Gasoline,
Opel Astra,Compact,1.0,Manuel,Gasoline,34755.0
Volkswagen Golf,Compact,316000.0,Manuel,Diesel,4999.0
Toyota Aygo,Convertible,53426.0,,Gasoline,12950.0
Volkswagen Golf GTE,Compact,154265.0,Manuel,Electric/Gasoline,12240.0
Volkswagen Amarok,Off-Road/Pick-up,340345.0,Automatic,Diesel,12950.0
Toyota Aygo,Compact,222000.0,Manuel,Gasoline,2750.0
Volkswagen Tiguan,Off-Road/Pick-up,81534.0,Automatic,Gasoline,25400.0
Opel Agila,Compact,171000.0,Manuel,Gasoline,2500.0
