doorp,stad,provincie
Terwispel,Opsterland,Friesland
Terwisscha,Ooststellingwerf,Friesland
Terzool,Súdwest-Fryslân,Friesland
t Heechhout,Littenseradeel,Friesland
Tibma,Dongeradeel,Friesland
Tichelwerk,Tietjerksteradeel,Friesland
Tietjerk,Tytsjerksteradiel,Friesland
Tijnje,Opsterland,Friesland
Tilburen,Dongeradeel,Friesland
Tirns,Súdwest-Fryslân,Friesland
Tjaard,Leeuwarden,Friesland
Tjalhuizum,Súdwest-Fryslân,Friesland
Tjalleberd,Heerenveen,Friesland
Tjeintgum,Littenseradeel,Friesland
Tjeppenboer,Littenseradeel,Friesland
Tjerkgaast,De Fryske Marren,Friesland
Tjerkwerd,Súdwest-Fryslân,Friesland
Triemen,Kollumerland en Nieuwkruisland,Friesland
Tritzum,Franekeradeel,Friesland
Tronde,Ooststellingwerf,Friesland
Trophorne,Súdwest-Fryslân,Friesland
t Schoor,Dongeradeel,Friesland
Twijtel,Ooststellingwerf,Friesland
Twijzel,Achtkarspelen,Friesland
Twijzelerheide,Achtkarspelen,Friesland
Tzum,Waadhoeke,Friesland
Tzummarum,Waadhoeke,Friesland
Uilesprong,Opsterland,Friesland
Uiteinde,Smallingerland,Friesland
Uitwellingerga,Súdwest-Fryslân,Friesland
Ungebuurt,Harlingen,Friesland
Ureterp,Opsterland,Friesland
Ureterp aan de Vaart,Opsterland,Friesland
Ureterperverlaat,Smallingerland,Friesland
Vaardeburen,Ferwerderadeel,Friesland
Veenklooster,Kollumerland en Nieuwkruisland,Friesland
Veenwouden,Dantumadiel,Friesland
Veenwoudsterwal,Dantumadiel,Friesland
Vegelinsoord,De Fryske Marren,Friesland
Veneburen,Ooststellingwerf,Friesland
Venekoten,Ooststellingwerf,Friesland
Vensterburen,Leeuwarderadeel,Friesland
Vierhuis,De Fryske Marren,Friesland
Vierhuizen,Súdwest-Fryslân,Friesland
Vijfhuis,Súdwest-Fryslân,Friesland
Vijfhuizen,Ferwerderadeel,Friesland
Vinkega,Weststellingwerf,Friesland
Visbuurt,Dongeradeel,Friesland
Vissersburen,Súdwest-Fryslân,Friesland
Voorrijp,Harlingen,Friesland
Voorwerk,Opsterland,Friesland
Vosseburen,Opsterland,Friesland
Vrouwenparochie,Waadhoeke,Friesland
Waaxens,Littenseradeel,Friesland
Waaxens,Dongeradeel,Friesland
Wammert,Littenseradeel,Friesland
Wanswerd,Ferwerderadiel,Friesland
"Wanswerd aan de Streek
(Ferwerd)",Ferwerderadeel,Friesland
War (Franeker),Franekeradeel,Friesland
Warfstermolen,Kollumerland en Nieuwkruisland,Friesland
Warga,Leeuwarden,Friesland
Warniahuizen,Heerenveen,Friesland
Warns,De Fryske Marren,Friesland
Warstiens,Leeuwarden,Friesland
Wartena,Leeuwarden,Friesland
Waskemeer,Ooststellingwerf,Friesland
Wedzeburen,Achtkarspelen,Friesland
Weidum,Littenseradiel,Friesland
Wjelsryp,Waadhoeke,Friesland
Weper,Ooststellingwerf,Friesland
West aan Zee,Terschelling,Friesland
Westerend Harich,Súdwest-Fryslân,Friesland
Westergeest,Kollumerland en Nieuwkruisland,Friesland
Westermeer,De Fryske Marren,Friesland
Westernijkerk,Ferwerderadeel,Friesland
Westhem,Súdwest-Fryslân,Friesland
Westhoek,Waadhoeke,Friesland
West-Terschelling,Terschelling,Friesland
Wetzens,Dongeradeel,Friesland
Wie,Dongeradeel,Friesland
Wier,Waadhoeke,Friesland
Wierum,Dongeradeel,Friesland
Wieuwerd,Littenseradeel,Friesland
Wijckel,De Fryske Marren,Friesland
Wijckelereebuurt,De Fryske Marren,Friesland
Wijgeest,Kollumerland,Friesland
Wijnaldum,Franekeradeel,Friesland
Wijnjeterpverlaat,Opsterland,Friesland
Wijnjewoude,Opsterland,Friesland
Wijns,Tietjerksteradeel,Friesland
Wijtgaard,Leeuwarden,Friesland
Wilaard,Leeuwarden,Friesland
Willemstad,Ooststellingwerf,Friesland
Winsum,Waadhoeke,Friesland
Wirdum,Leeuwarden,Friesland
Witmarsum,Súdwest-Fryslân,Friesland
Witveen,Tytsjerksteradiel,Friesland
Wolsum,Súdwest-Fryslân,Friesland
Wolvega,Weststellingwerf,Friesland
Wommels,Littenseradiel,Friesland
Wonneburen,Súdwest-Fryslân,Friesland
Wons,Súdwest-Fryslân,Friesland
Workum,Súdwest-Fryslân,Friesland
Woudsend,Súdwest-Fryslân,Friesland
Wouterswoude,Dantumadiel,Friesland
Ypecolsga (Ypekolsgea),Súdwest-Fryslân,Friesland
Zandbulten,Kollumerland,Friesland
Zandhuizen,Weststellingwerf,Friesland
Zevenbuurt,De Friese Meren,Friesland
Zevenhuizen,Kollumerland en Nieuwkruisland,Friesland
Zuiderburen,Leeuwarden,Friesland
Zuiderend,Leeuwarden,Friesland
Zurich,Súdwest-Fryslân,Friesland
Zwaagwesteinde,Dantumadiel,Friesland
Zwagerbosch,Kollumerland en Nieuwkruisland,Friesland
Zwagerveen,Kollumerland en Nieuwkruisland,Friesland
Zwarte Haan,Waadhoeke,Friesland
Zweins,Waadhoeke,Friesland
Aalst,Buren,Gelderland
Aalst,Zaltbommel,Gelderland
Aalten,Aalten,Gelderland
Aam,Overbetuwe,Gelderland
Achter de Vree,Oldebroek,Gelderland
Achterdrempt,Bronckhorst,Gelderland
Achterhoek,Nijkerk,Gelderland
Achterstehoek,Duiven,Gelderland
Acquoy,Geldermalsen,Gelderland
Aerdt,Zevenaar,Gelderland
Afferden,Druten,Gelderland
Alem,Maasdriel,Gelderland
Almen,Lochem,Gelderland
Alphen,West Maas en Waal,Gelderland
Altforst,West Maas en Waal,Gelderland
Alverna,Wijchen,Gelderland
Ammerzoden,Maasdriel,Gelderland
Ampsen,Lochem,Gelderland
Andelst,Overbetuwe,Gelderland
Angeren,Lingewaard,Gelderland
Angerlo,Zevenaar,Gelderland
Apeldoorn,Apeldoorn,Gelderland
Aperloo,Elburg,Gelderland
Appel,Nijkerk,Gelderland
Appeltern,West Maas en Waal,Gelderland
Appen,Voorst,Gelderland
Armhoede,Lochem,Gelderland
Arnhem,Arnhem,Gelderland
Asch,Buren,Gelderland
Asperen,Lingewaal,Gelderland
Assel,Apeldoorn,Gelderland
Assendorp,Heerde,Gelderland
Avest,Berkelland,Gelderland
Azewijn,Montferland,Gelderland
Baak,Bronckhorst,Gelderland
Baal,Lingewaard,Gelderland
Babberich,Zevenaar,Gelderland
Bahr,Zevenaar,Gelderland
Bakermark,Bronckhorst,Gelderland
Bakhuisbos,Oldebroek,Gelderland
Balgoij,Wijchen,Gelderland
Barchem,Lochem,Gelderland
Barlo,Aalten,Gelderland
Barneveld,Barneveld,Gelderland
Batenburg,Wijchen,Gelderland
Bato's Erf,Maasdriel,Gelderland
Bato's Erf,Putten,Gelderland
Beek,Berg en Dal,Gelderland
Beek,Montferland,Gelderland
Beekbergen,Apeldoorn,Gelderland
Beemte,Apeldoorn,Gelderland
Beesd,Geldermalsen,Gelderland
Bekveld,Bronckhorst,Gelderland
Beltrum,Berkelland,Gelderland
Bemmel,Lingewaard,Gelderland
Benedeneind,Lingewaal,Gelderland
Beneden-Leeuwen,West Maas en Waal,Gelderland
Bennekom,Ede,Gelderland
Bergakker,Tiel,Gelderland
Berg en Dal,Berg en Dal,Gelderland
Bergerden,Lingewaard,Gelderland
Bergharen,Wijchen,Gelderland
Berghuizen,West Maas en Waal,Gelderland
Berghuizen,Heerde,Gelderland
Berm,Maasdriel,Gelderland
Bern,Zaltbommel,Gelderland
Beuningen,Beuningen,Gelderland
Beusichem,Buren,Gelderland
Bevermeer,Zevenaar,Gelderland
Bijsteren,Putten,Gelderland
Bingerden,Zevenaar,Gelderland
Binnenheurne,Oude IJsselstreek,Gelderland
Blankenberg,Heumen,Gelderland
Blauwesluis,West Maas en Waal,Gelderland
Blekkink,Aalten,Gelderland
Boerenhoek,Lingewaard,Gelderland
Bontebrug,Oude IJsselstreek,Gelderland
Bontemorgen,Buren,Gelderland
Borculo,Berkelland,Gelderland
Boschheurne,Lochem,Gelderland
Boskant,Wijchen,Gelderland
Boshoek,Epe,Gelderland
Boveneind,Lingewaal,Gelderland
Boven-Leeuwen,West Maas en Waal,Gelderland
Bovenstreek,Oldebroek,Gelderland
Bovenveen,Oldebroek,Gelderland
Braamt,Montferland,Gelderland
Brakel,Zaltbommel,Gelderland
Bredelaar,Overbetuwe,Gelderland
Bredevoort,Aalten,Gelderland
Breedeweg,Berg en Dal,Gelderland
Breedenbroek,Oude IJsselstreek,Gelderland
Brinke,Winterswijk,Gelderland
Brinkheurne,Winterswijk,Gelderland
Brinkmanshoek,Berkelland,Gelderland
Broekdijk,Oldebroek,Gelderland
Broeke,Berkelland,Gelderland
Broekkant,Nijmegen,Gelderland
Broekland,Apeldoorn,Gelderland
Bronkhorst,Bronckhorst,Gelderland
Bronsbergen,Zutphen,Gelderland
Brouwershoek,Berkelland,Gelderland
Bruchem,Zaltbommel,Gelderland
Bruil,Berkelland,Gelderland
Brummen,Brummen,Gelderland
Bullenkamp,Wijchen,Gelderland
Buren,Buren,Gelderland
Bussloo,Voorst,Gelderland
Buurmalsen,Geldermalsen,Gelderland
Californië,Maasdriel,Gelderland
Coldenhove,Brummen,Gelderland
Colonjes,Berg en Dal,Gelderland
Corle,Winterswijk,Gelderland
Cortenoever,Brummen,Gelderland
Covik,Bronckhorst,Gelderland
Crob,Neerijnen,Gelderland
Culemborg,Culemborg,Gelderland
Dale,Aalten,Gelderland
"De Beek, Apeldoorn",Apeldoorn,Gelderland
De Bosjes,Buren,Gelderland
De Delle,Oldebroek,Gelderland
De Dennenhoek,Berkelland,Gelderland
De Droo,Duiven,Gelderland
Deelen,Ede,Gelderland
De Emmer,Bronckhorst,Gelderland
Deest,Druten,Gelderland
De Ginkel,Ede,Gelderland
De Glind,Barneveld,Gelderland
De Haar,Berkelland,Gelderland
De Heurne,Berkelland,Gelderland
De Heuvel,Buren,Gelderland
De Horst,Berkelland,Gelderland
De Horst,Berg en Dal,Gelderland
Deil,Geldermalsen,Gelderland
De Kade,Ede,Gelderland
De Kar,Voorst,Gelderland
De Klomp,Ede,Gelderland
De Kraats,Ede,Gelderland
De Krim,Apeldoorn,Gelderland
De Laar,Arnhem,Gelderland
Delden,Bronckhorst,Gelderland
De Leuke,Bronckhorst,Gelderland
Delwijnen,Zaltbommel,Gelderland
De Mars,Buren,Gelderland
De Meene,Bronckhorst,Gelderland
Den Akker,Neder-Betuwe,Gelderland
Den Eng,Buren,Gelderland
Den Hoef,Wijchen,Gelderland
De Pas,Lingewaard,Gelderland
De Pas,Arnhem,Gelderland
De Peppeld,Wageningen,Gelderland
De Rietschoof,Zaltbommel,Gelderland
De Schatkuil,Heumen,Gelderland
De Schoolt,Lochem,Gelderland
De Schutterij,Oost Gelre,Gelderland
De Steeg,Rheden,Gelderland
De Tuut,West Maas en Waal,Gelderland
De Valk (township),Ede,Gelderland
De Vecht,Voorst,Gelderland
De Veenhuis,Nijkerk,Gelderland
De Voorwaarts,Apeldoorn,Gelderland
De Wijk,Voorst,Gelderland
De Woerd,Buren,Gelderland
De Wopereis,Oost Gelre,Gelderland
De Zoom,Nunspeet,Gelderland
Dichteren,Doetinchem,Gelderland
Didam,Montferland,Gelderland
Dieren,Rheden,Gelderland
Diermen,Putten,Gelderland
Dijkhoek,Berkelland,Gelderland
Dijkhuizen,Epe,Gelderland
Dinxperlo,Aalten,Gelderland
Dodewaard,Neder-Betuwe,Gelderland
Doesburg,Doesburg,Gelderland
Doesburg,Ede,Gelderland
Doesburgerbuurt,Ede,Gelderland
Doetinchem,Doetinchem,Gelderland
Doornenburg,Lingewaard,Gelderland
Doornik,Lingewaard,Gelderland
Doorning,Maasdriel,Gelderland
Doornspijk,Elburg,Gelderland
Doornsteeg,Nijkerk,Gelderland
Doorwerth,Renkum,Gelderland
Drempt,Bronckhorst,Gelderland
Dreumel,West Maas en Waal,Gelderland
Drie,Ermelo,Gelderland
Driedorp,Nijkerk,Gelderland
Drieënhuizen,Barneveld,Gelderland
Driel,Overbetuwe,Gelderland
Driesprong,Ede,Gelderland
Droge,Heumen,Gelderland
Druten,Druten,Gelderland
Duinen,Harderwijk,Gelderland
Duistervoorde,Voorst,Gelderland
Duiven,Duiven,Gelderland
Duivendans,Oldebroek,Gelderland
Dunsborg,Bronckhorst,Gelderland
Echteld,Neder-Betuwe,Gelderland
Eck en Wiel,Buren,Gelderland
Ede,Ede,Gelderland
Ederveen,Ede,Gelderland
Eefde,Lochem,Gelderland
Eefsele,Oost Gelre,Gelderland
Eekt,Oldebroek,Gelderland
Eerbeek,Brummen,Gelderland
Eibergen,Berkelland,Gelderland
Eimeren,Overbetuwe,Gelderland
Elburg,Elburg,Gelderland
Elden,Arnhem,Gelderland
Eldik,Neder-Betuwe,Gelderland
